 등록번호,상호,업종,주소,메뉴,영업시간,주차정보,제안수,댓글수
1433,봉화한약우프라자,한식,경상북도 봉화군 봉성면 농업인길 47,한약우(소고기),,,,
1434,고향집식당,한식,경상북도 봉화군 봉성면 다덕로 539,순두부정식,,,,
1435,소선정,한식,경상북도 봉화군 봉화읍 교촌1길 14,닭볶음탕,,,,
1436,장가네매운탕,한식,경상북도 봉화군 봉화읍 예봉로 2083,어죽국수탕,,,,
1437,인하원,한식,경상북도 봉화군 봉화읍 유록길 20,송이돌솥밥,,,,
1438,미림가든식당,한식,경상북도 봉화군 석포면 석포문화마을길 1-19,순대국밥,,,,
1439,신거성숯불갈비,한식,경상북도 상주시 공성면 웅산로 1241,"갈비, 삼겹살, 주물럭",,,,
1440,부흥식육식당,한식,경상북도 상주시 남적로 6-75,석쇠구이,,,,
1441,탑골마을,한식,경상북도 상주시 모동면 용호1길 53,주물럭,,,,
1442,명실상감한우,한식,경상북도 상주시 영남제일로 1119-9,갈비탕,,,,
1443,청자 ,중식,경상북도 상주시 외서면 북상주로 539-5,"짬뽕, 탕수육 ",,,,
1444,지천 통나무집,한식,경상북도 상주시 지천1길 43,홍합밥,,,,
1445,굴다리식당,한식,경상북도 상주시 함창읍 구향로 114,소머리국밥,,,,
1446,선남참숯갈비,한식,경상북도 상주시 화서면 화령로 13,영양돌솥밥,,,,
1447,돌담집,한식,경상북도 성주군 가천면 포천계곡로 697,"오리, 닭백숙",,,,
1448,대천식당,한식,경상북도 성주군 금수면 성주로 1892,"갈치찌개, 동태찌개",,,,
1449,이실미식당,한식,경상북도 성주군 대가면 여실길 46,"어탕, 향어회",,,,
1450,성밖수반애,한식,경상북도 성주군 성주읍 경산2길 51,정식,,,,
1451,날마다잔치집,한식,경상북도 성주군 성주읍 본성로 959,칼국수,,,,
1452,우신탕본가,한식,경상북도 성주군 성주읍 성주순환로2길 68,소고기,,,,
1453,왜관식당,한식,경상북도 성주군 월항면 주산로 382,청국장,,,,
1454,새불고기식당,한식,경상북도 성주군 초전면 대고로 22,"소불고기, 돼지주물럭",,,,
1455,안동간고등어,한식,경상북도 성주군 초전면 대고로 28,고등어구이 정식,,,,
1456,일직식당,한식,경상북도 안동시 경동로 676,간고등어정식,,,,
1457,송현동 그집쭈꾸미,한식,경상북도 안동시 경북대로 583,쭈꾸미볶음,,,,
1458,헛제사밥까치구멍집,한식,경상북도 안동시 석주로 203,"간고등어구이, 헛제사밥",,,,
1459,옥야식당,한식,경상북도 안동시 중앙시장길 7,선지국밥,,,,
1460,안동회관,한식,경상북도 안동시 태사길 71,불고기,,,,
1461,명가찜닭,한식,경상북도 안동시 퇴계로 80-1,찜닭,,,,
1462,나비산기사식당,한식,경상북도 영덕군 강구면 강산로 10,"해물탕, 찌개",,,,
1463,송천강재첩국,한식,경상북도 영덕군 병곡면 덕천길 177,재첩국,,,,
1464,화림산가든,한식,경상북도 영덕군 영덕읍 강변길 366,메기매운탕,,,,
1465,아성식당,한식,경상북도 영덕군 영덕읍 야성길 47,불고기,,,,
1466,전통막국수전문점,한식,경상북도 영덕군 영덕읍 야성길 61-2,막국수,,,,
1467,풍경시골손칼국수,한식,경상북도 영덕군 영덕읍 읍사무소1길 8-11,손칼국수,,,,
1468,경정횟집,한식,경상북도 영덕군 축산면 영덕대게로 1759-1,"물회, 회",,,,
1469,나성숯불가든,한식,경상북도 영양군 영양읍 동서대로 24-2,육류,,,,
1470,정든식당,한식,경상북도 영양군 영양읍 동서대로 66,매운탕,,,,
1471,맘포식당숯불갈비,한식,경상북도 영양군 영양읍 시장3길 15,돼지곱창주물럭,,,,
1472,갈매기식당,한식,경상북도 영양군 영양읍 시장5길 4,비빔밥,,,,
1473,불목한우전문점,한식,경상북도 영양군 영양읍 중앙로 136-3,옻닭,,,,
1474,희야돌곱창,한식,경상북도 영양군 입암면 입암로 138-4,곱창전골,,,,
1475,흥부가,한식,경상북도 영주시 대학로 92,육회비빔밥,,,,
1476,순흥전통묵집,한식,경상북도 영주시 순흥면 순흥로39번길 21,묵,,,,
1477,중앙분식,한식,경상북도 영주시 중앙로 123-1,쫄면,,,,
1478,풍기삼계탕,한식,경상북도 영주시 중앙로 130,삼계탕,,,,
1479,나드리,한식,경상북도 영주시 중앙로 89,쫄면,,,,
1480,신 차이나,한식,경상북도 영주시 풍기읍 동양대로 107-4,차돌박이전골,,,,
1481,편대장영화식당,한식,경상북도 영천시 강변로 50-15,육회,,,,
1482,찜순이,한식,경상북도 영천시 무궁화길 33-3,해물찜,,,,
1483,까치복집,한식,경상북도 영천시 문외2길 3,복어수육,,,,
1484,영양숯불갈비,한식,경상북도 영천시 시장로 43,숯불갈비,,,,
1485,신령역돔양식장횟집,한식,경상북도 영천시 신녕면 찰방길 58,역돔회,,,,
1486,희락식당,한식,경상북도 영천시 완산중앙1길 6,곰탕,,,,
1487,제일손칼국수,한식,경상북도 영천시 우로들길 11-2,돼지껍데기,,,,
1488,대한식육식당,한식,경상북도 영천시 장수로 51,돼지찌개,,,,
1489,삼송꾼만두,한식,경상북도 영천시 중앙동1길 12,만두,,,,
1490,원조돌메기매운탕,한식,경상북도 영천시 화남면 천문로 1505,매운탕,,,,
1491,김실네청국장,한식,경상북도 예천군 보문면 보문로 583,청국장,,,,
1492,청포집,한식,경상북도 예천군 예천읍 맛고을길 30,청포묵밥,,,,
1493,새대구숯불구이,한식,경상북도 예천군 예천읍 시장로 61,"삼겹살, 소고기",,,,
1494,제주복집,한식,경상북도 예천군 예천읍 이미기길 71,복불고기,,,,
1495,백수식당,한식,경상북도 예천군 예천읍 충효로 284,육회비빔밥,,,,
1496,수림매운탕,한식,경상북도 예천군 예천읍 충효로 312-6,민물매운탕,,,,
1497,용궁우정참우,한식,경상북도 예천군 용궁면 용궁로 128,소고기,,,,
1498,용궁단골식당,한식,경상북도 예천군 용궁면 용궁시장길 30,순대국,,,,
1499,예천참우마을본가,한식,경상북도 예천군 풍양면 풍지로 23,갈비탕,,,,
1500,나리촌식당,한식,경상북도 울릉군 북면 나리1길 31-115,산채비빔밥,,,,
1501,신애분식,한식,경상북도 울릉군 북면 천부1길 2,따개비칼국수,,,,
1502,향토회식당,한식,경상북도 울릉군 울릉읍 도동길 54,물회,,,,
1503,울릉회타운,한식,경상북도 울릉군 울릉읍 도동길 69,물회,,,,
1504,천금수산,한식,경상북도 울릉군 울릉읍 봉래길 6,새우회,,,,
1505,전주식당,한식,경상북도 울릉군 울릉읍 울릉순환로 158-1,오삼불고기,,,,
1506,바로이집,한식,경상북도 울진군 근남면 노음4길 6-10,"막국수, 칼국수",,,,
1507,울산회식당,한식,경상북도 울진군 기성면 망양로 225-9,물회,,,,
1508,나곡식당,한식,경상북도 울진군 북면 곡리1길 5-29,"돈까스, 추어탕, 뼈해장국",,,,
1509,흰바위한식고을,한식,경상북도 울진군 온정면 백암온천로 1281,버섯전골,,,,
1510,동치골허브야생화마을,한식,경상북도 울진군 죽변면 봉화길 78,"오리(로스, 훈제, 주물럭), 돈까스",,,,
1511,제일반점,중식,경상북도 울진군 죽변면 죽변중앙로 168-13,"볶음 짬봉밥, 탕수육",,,,
1512,죽변우성식당,한식,경상북도 울진군 죽변면 죽변항길 69,곰치국,,,,
1513,돌섬식당,한식,경상북도 울진군 죽변면 죽변항길 73,"문어볶음, 장치조림, 대구탕",,,,
1514,후포리백년식당,한식,경상북도 울진군 후포면 후포6길 159-1,대게간장게장,,,,
1515,논산손칼국수,한식,경상북도 의성군 금성면 탑리1길 47-1,칼국수,,,,
1516,주영자마늘닭(구.삼미 마늘닭),한식,경상북도 의성군 단촌면 장터길 14,마늘 통닭,,,,
1517,봉양한우마실작목회 ,한식,경상북도 의성군 봉양면 봉기길 19,"한우, 불고기전골 ",,,,
1518,마당깊은집,한식,경상북도 의성군 의성읍 도동도서길 10,코다리찜,,,,
1519,동해반점,중식,경상북도 의성군 의성읍 동서1길 37,돼지짬뽕,,,,
1520,남선옥식육식당,한식,경상북도 의성군 의성읍 도동리 981-4,소고기양념,,,,
1521,문소식육식당,한식,경상북도 의성군 의성읍 전통시장2길 15-6,돼지모듬,,,,
1522,만장숯불가든,한식,경상북도 청도군 금천면 금천로 82,돼지숯불갈비,,,,
1523,대천회매운탕,한식,경상북도 청도군 금천면 청려로 4651,잡어매운탕,,,,
1524,달목식당,한식,경상북도 청도군 매전면 당호강변길 11,민물매운탕,,,,
1525,니가쏘다쩨,양식,경상북도 청도군 이서면 칠곡길2,"피자, 해물짬뽕",,,,
1526,기와집국수,한식,경상북도 청도군 청도읍 고수구길38,돼지등뼈짐,,,,
1527,황토추어탕,한식,경상북도 청도군 청도읍 냉정1길 12-1,추어탕,,,,
1528,콩이랑비지랑,한식,경상북도 청도군 청도읍 새마을로 1147,청국장,,,,
1529,오경통닭,한식,경상북도 청도군 청도읍 청도시장3길 2-8,매콤옹치기통닭,,,,
1530,역전 추어탕,한식,경상북도 청도군 청도읍 청화로 204,추어탕,,,,
1531,고향의 봄 한재미나리,한식,경상북도 청도군 청도읍 한재로 188,삽겹살,,,,
1532,수타큰손짜장,중식,경상북도 청도군 풍각면 헐티로 126,수타짬뽕,,,,
1533,귀빈식당,한식,경상북도 청송군 부동면 공원길 174,산채정식,,,,
1534,풍경,한식,경상북도 청송군 안덕면 복리길 25,능이오리백숙,,,,
1535,명궁약수가든,한식,경상북도 청송군 진보면 경동로 5156,누룽지닭백숙,,,,
1536,신촌포항식당,한식,경상북도 청송군 진보면 경동로 5161,닭백숙,,,,
1537,강변식당,한식,경상북도 청송군 청송읍 금월로 263,다슬기국,,,,
1538,청송송어장횟집,한식,경상북도 청송군 청송읍 사부실길 17,송어회,,,,
1539,서울여관식당,한식,경상북도 청송군 청송읍 약수길 18-1,닭불백숙,,,,
1540,웰빙하우스,한식,경상북도 청송군 청송읍 휴양단지길 34-1,닭칼국수,,,,
1541,가마솥옛날순대국,한식,경상북도 청송군 현서면 청송로 1147,순대국,,,,
1542,현풍옛날손두부집,한식,경상북도 칠곡군 석적읍 도개7길 12,순두부정식,,,,
1543,강릉밥집,한식,경상북도 칠곡군 왜관읍 남부3길 9,무청시래기강된장,,,,
1544,정만경,한식,경상북도 칠곡군 왜관읍 봉계로 235,연밥정식,,,,
1545,한미식당,퓨전,경상북도 칠곡군 왜관읍 석전로 159,햄버거,,,,
1546,와촌손칼국시,한식,경상북도 칠곡군 왜관읍 석전로10길 76,재첩칼국수,,,,
1547,만리궁,일식,경상북도 칠곡군 왜관읍 석전로12길 7,야끼우동,,,,
1548,대호생복어,한식,경상북도 칠곡군 왜관읍 평장1길 6,복냉탕,,,,
1549,깐데기해물칼국수,한식,경상북도 포항시 남구 대이로 65,해물칼국수,,,,
1550,연일물회,한식,경상북도 포항시 남구 연일읍 연일로159번길 9-1,옹가지물회,,,,
1551,과수원칼국수,한식,경상북도 포항시 남구 연일읍 자명로 314,칼국수,,,,
1552,양포삼거리생아구탕,한식,경상북도 포항시 남구 장기면 동해안로 3259,생아구탕,,,,
1553,대궁회타운,한식,경상북도 포항시 남구 호미곶면 호미로 1866-13,회국수,,,,
1554,양덕조림,한식,경상북도 포항시 북구 장량로 245,두부조림,,,,
1555,바닷속물회,한식,경상북도 포항시 북구 중흥로 213번길 8,물회,,,,
1556,시장식육식당,한식,경상북도 포항시 북구 청하면 청하로200번길 10-1,돼지두루치기,,,,
1557,부산가야밀면,한식,경상북도 포항시 북구 흥해읍 달전로 36-2,밀면,,,,
1558,홍길이횟집,한식,경상남도 거제시 거제중앙로26길 7,회,,,,
1559,찜마루,한식,경상남도 거제시 고현로2길 36,"한식, 아구찜",,,,
1560,남부횟집,한식,경상남도 거제시 남부면 대포길 69-11,회,,,,
1561,새마을회식당,한식,경상남도 거제시 능포로 241,"회,복국,아구탕",,,,
1562,고풍쌈밥,한식,경상남도 거제시 일운면 지세포4길 8,"수육쌈밥,야채쌈밥",,,,
1563,황금고디탕,한식,경상남도 거제시 장승포로1길 11,다슬기탕외,,,,
1564,박정현게장백반,한식,경상남도 거제시 장승포로 2,게장정식,,,,
1565,나들목,한식,경상남도 거제시 중곡2로4길 13,모듬회,,,,
1566,진주면옥,한식,경상남도 거제시 해명로 31,냉면,,,,
1567,쌍쌍식육식당,한식,경상남도 거창군 가조면 가조가야로 1096,육류생고기,,,,
1568,구구추어탕,한식,경상남도 거창군 거창읍 강남로 164,어탕국수,,,,
1569,건계정식당,한식,경상남도 거창군 거창읍 거안로 1173-21,"닭찜,백숙",,,,
1570,외양간구시,한식,경상남도 거창군 거창읍 상동2길 70,한우,,,,
1571,삼산이수 ,한식,경상남도 거창군 거창읍 내학길 35-4,"갈비찜, 갈비탕 ",,,,
1572,대전식당,한식,경상남도 거창군 거창읍 주곡로 504-20,갈비탕,,,,
1573,단골식당국밥,한식,경상남도 거창군 거창읍 중앙로 140,순대국밥,,,,
1574,대구회가든,한식,경상남도 거창군 북상면 병곡길 447-11,송어회,,,,
1575,나형식당,한식,경상남도 거창군 웅양면 웅양로 1449,소머리국밥,,,,
1576,김영희강남동태찜 고성점,한식,경상남도 고성군 거류면 당동해안길 35,"찜, 탕",,,,
1577,낙지마당,한식,경상남도 고성군 고성읍 남해안대로 2566,낙지전골,,,,
1578,대장금식당,한식,경상남도 고성군 고성읍 동외로 192,곱창전골,,,,
1579,구억식당,한식,경상남도 고성군 고성읍 송학로135번길 8,"조개탕, 장어탕",,,,
1580,솔밭가든,한식,경상남도 고성군 마암면 옥천로 16-1,오리고기,,,,
1581,강변매운탕,한식,경상남도 김해시 대동면 동남로1번길 22,매운탕,,,,
1582,버드나무집,한식,경상남도 김해시 대동면 동남로41번길 25-24,오리탕,,,,
1583,남광식당,한식,경상남도 김해시 분성로317번길 18,"곱창전골, 낙지전골",,,,
1584,한일뒷고기,한식,경상남도 김해시 삼계로1번길 4-18,뒷고기(돼지고기),,,,
1585,밀양돼지국밥,한식,경상남도 김해시 인제로 91,돼지국밥,,,,
1586,화포메기국,한식,경상남도 김해시 한림면 한림로 252,메기국,,,,
1587,가마솥의령할머니소고기국밥,한식,경상남도 김해시 활천로10번길 10,"소고기국밥, 돼지두루치기",,,,
1588,선소횟집,한식,경상남도 남해군 남해읍 선소로 176,생선 미역국,,,,
1589,섬마을해물칼국수,한식,경상남도 남해군 남해읍 스포츠로105번길 3-4,해물칼국수,,,,
1590,공주식당,한식,경상남도 남해군 미조면 미조로 230,갈치회/멸치회,,,,
1591,청해 삼소리정,한식,경상남도 남해군 삼동면 동부대로 1329,"갈치구이, 해물된장찌개",,,,
1592,우리식당,한식,경상남도 남해군 삼동면 동부대로 1876번길 7,멸치쌈밥,,,,
1593,축항횟집,한식,경상남도 남해군 서면 남서대로 1727-22,물회,,,,
1594,남해전복물회,한식,경상남도 남해군 이동면 남해대로 2436,생선회,,,,
1595,창선반점,중식,경상남도 남해군 창선면 옥천로 3 지도,해물짬뽕,,,,
1596,청원분식,한식,경상남도 밀양시 가곡11길 3,냉면,,,,
1597,설봉돼지국밥,한식,경상남도 밀양시 노상하3길 9,국밥,,,,
1598,장수곰탕,한식,경상남도 밀양시 미리벌중앙로 10 이편한세상 후문 상가103호,곰탕,,,,
1599,행랑채,한식,경상남도 밀양시 산외면 산외로 731,"비빔밥, 수제비",,,,
1600,사랑채,한식,경상남도 밀양시 삼문중앙로3길 30,순대전골,,,,
1601,아랑장어구이,한식,경상남도 밀양시 상동면 상동로 231,장어,,,,
1602,밀양할매메기매운탕,한식,경상남도 밀양시 용평로 438,메기칼국수,,,,
1603,명소남연숙손칼국수,한식,경상남도 밀양시 중앙로 258,칼제비,,,,
1604,아줌마우동,일식,경상남도 밀양시 중앙로 289-24,우동,,,,
1605,참지대루,한식,경상남도 사천시 곤명면 연평길 16,한우소고기국밥,,,,
1606,보리밭,한식,경상남도 사천시 곤명면 원전새길 7,보리밥 정식,,,,
1607,우도전복죽,한식,경상남도 사천시 노산공원길 54,전복물회,,,,
1608,하주옥,한식,경상남도 사천시 사남면 하동길8-11,냉면,,,,
1609,제주전복물회,한식,경상남도 사천시 사천대로 762,물회,,,,
1610,오동동아구찜,한식,경상남도 사천시 사천읍 수양로 35-1,아구찜,,,,
1611,시장국수,한식,경상남도 사천시 사천읍 시장1길 16-8,물국수,,,,
1612,김센세,일식,경상남도 사천시 삼상로 121-1,초밥,,,,
1613,보경해물촌,한식,경상남도 사천시 용현면 진삼로 541,해물찜,,,,
1614,한일식당,한식,경상남도 사천시 정동면 진삼로 1396-11,김치찌개,,,,
1615,금호식당,한식,경상남도 산청군 금서면 친환경로 2563-13,"어탕국수, 한식",,,,
1616,대장금약선관,한식,경상남도 산청군 금서면 친환경로2605번길 6-6,한정식,,,,
1617,목화식육식당,한식,경상남도 산청군 단성면 목화로 955,추어탕,,,,
1618,강변식당,한식,경상남도 산청군 산청읍 꽃봉산로 30-5,"메기탕, 메기찜",,,,
1619,송림산장,한식,경상남도 산청군 산청읍 산수로 316-6,오리약백숙,,,,
1620,늘비식당,한식,경상남도 산청군 생초면 산수로 1030-18,어탕국수,,,,
1621,홍화원,한식,경상남도 산청군 신안면 둔철산로 39,"갈비찜, 오곡밥",,,,
1622,타짜 오리하우스,한식,경상남도 산청군 신안면 원지로 178,오리불고기,,,,
1623,원지한우식육식당,한식,경상남도 산청군 신안면 원지로 70,한우,,,,
1624,자연산참가자미회,한식,경상남도 양산시 물금읍 동중1길 35-20,가자미회,,,,
1625,대보름생아구찜,한식,경상남도 양산시 양주3길 15-4,아구찜,,,,
1626,함흥냉면,한식,경상남도 양산시 양주5길 3,냉면,,,,
1627,시골마당,한식,경상남도 양산시 용당 1길 5,대구매운탕,,,,
1628,두꺼비식당,한식,경상남도 양산시 원동면 원동마을길 54,곱창전골,,,,
1629,언덕집,한식,경상남도 양산시 중앙로 278,추어탕,,,,
1630,봉화촌두부,한식,경상남도 양산시 하북면 내원로 28,순두부찌개,,,,
1631,우정공원,한식,경상남도 양산시 하북면 양산대로 2025-43,"향어회, 잉어찜",,,,
1632,대림정,한식,경상남도 의령군 가례면 새가례로 31,닭국,,,,
1633,풀내음,한식,경상남도 의령군 가례면 홍의로3길 11,소바,,,,
1634,제일식육식당,한식,경상남도 의령군 대의면 대의로52,돼지국밥,,,,
1635,대정가든,한식,경상남도 의령군 용덕면 덕암로 18,어탕국수,,,,
1636,청송한우가든,한식,경상남도 의령군 의령읍 남강로 773,갈비탕,,,,
1637,화정소바,한식,경상남도 의령군 의령읍 의병로18길 9-3,소바,,,,
1638,해밀,한식,경상남도 의령군 의령읍 중리로 188,농가밥상,,,,
1639,색동가,한식,경상남도 진주시 동부로117,"칼국수,오리불고기",,,,
1640,육거리곰탕,한식,경상남도 진주시 망경로 303,곰탕,,,,
1641,진주냉면,중식,경상남도 진주시 모덕로47번길 1-2,"냉면,짬뽕",,,,
1642,고마돼지찌개,한식,경상남도 진주시 범골로37번길 8-5,돼지찌개,,,,
1643,경호강어탕,한식,경상남도 진주시 비봉로 73,어탕,,,,
1644,생초식당,한식,경상남도 진주시 신평공원길69번길 6,아구전문점,,,,
1645,송강식당,한식,경상남도 진주시 진양호로547번길 10-24,내장탕,,,,
1646,하연옥,한식,경상남도 진주시 진주대로 1317-20,물냉면,,,,
1647,천황식당 ,한식,경상남도 진주시 촉석로207번길 3,"비빔밥, 불고기 ",,,,
1648,천수식당,한식,경상남도 진주시 향교로8번길 3,"육회,불고기",,,,
1649,황포냉면,한식,경상남도 진주시 호탄길34번길 10,냉면,,,,
1650,공원반점,중식,경상남도 창녕군 대합면 창한로 95,짬뽕,,,,
1651,향촌가든,한식,경상남도 창녕군 도천면 가마골2길 5,오리요리,,,,
1652,송림식육식당,한식,경상남도 창녕군 영산면 로터리길 34,소고기구이,,,,
1653,도리원,한식,경상남도 창녕군 영산면 온천로 103-25,장아찌정식,,,,
1654,건강중화요리,중식,경상남도 창녕군 이방면 이방로 955,자장면,,,,
1655,장군식당,한식,경상남도 창녕군 창녕읍 계성화왕산로 614,"송이 닭국, 백숙",,,,
1656,대중분식당,한식,경상남도 창녕군 창녕읍 창녕대로 27,막국수,,,,
1657,우동한그릇,일식,경상남도 창원시 마산합포구 가포로 706,우동,,,,
1658,돈대박돼지국밥24,한식,경상남도 창원시 마산합포구 교방천남길 360,돼지국밥,,,,
1659,장어촌,한식,경상남도 창원시 마산합포구 구산면 이순신로 264,장어,,,,
1660,석양삼겹살,한식,경상남도 창원시 마산합포구 구산면 해양관광로 1393,삼겹살,,,,
1661,곤드레맛드레,한식,경상남도 창원시 마산합포구 옥동길 26,곤드레돌솥밥,,,,
1662,짱왕,한식,경상남도 창원시 마산합포구 진전면 아랫소포길 37,생우럭탕,,,,
1663,산생들,한식,경상남도 창원시 마산회원구 두척1길 59,"백숙, 옻닭",,,,
1664,청해아구찜,한식,경상남도 창원시 마산회원구 석전동로 21,아구찜,,,,
1665,솔밭오리마을,한식,경상남도 창원시 성산구 단정로76번길 2,오리탕,,,,
1666,마산집,한식,경상남도 창원시 성산구 상남로67,육회비빔밥,,,,
1667,일호추어탕,한식,경상남도 창원시 성산구 창이대로 689번길 25,추어탕,,,,
1668,북면자연농원 신월,한식,경상남도 창원시 의창고 상남로 240,오리탕,,,,
1669,가마솥추어탕,한식,경상남도 창원시 의창구 북면 천주로 1019-22,추어탕,,,,
1670,합천삼가한우식육식당,한식,경상남도 창원시 의창구 사림로130번길 5-10,한우모듬,,,,
1671,새벽식당,한식,경상남도 창원시 의창구 차상로18번길 45,알탕,,,,
1672,목민정,한식,경상남도 창원시 의창구 읍성로34번길 23,"생선구이, 돌솥밥정식",,,,
1673,거북이횟집,한식,경상남도 창원시 진해구 명동로 33,"물메기탕, 우럭매운탕",,,,
1674,은혜숯불갈비 ,한식,경상남도 통영시 광도면 죽림4로 23-37,"숯불갈비, 불고기 ",,,,
1675,조바우가마솥추어탕 ,한식,경상남도 통영시 광도면 죽림4로 37-78,"추어탕, 추어전골 ",,,,
1676,초램양고기,한식,경상남도 통영시 광도면 죽림5로 55-61,"양갈비, 양꼬치",,,,
1677,보양곰탕온,한식,경상남도 통영시 광도면 죽림해안로 92,곰탕,,,,
1678,영빈관 ,한식,경상남도 통영시 도남로 274,"굴정식, 멍게비빔밥 ",,,,
1679,어촌싱싱회해물탕 ,한식,경상남도 통영시 도천동 1008,해물탕 ,,,,
1680,장어마을 ,한식,경상남도 통영시 무전1길 64-15,"장어탕, 장어구이 ",,,,
1681,경동일식 ,일식,경상남도 통영시 무전5길 11-19,"초밥, 생선회 ",,,,
1682,정원,한식,경상남도 통영시 봉수로 50,"멍게비빔밥, 도다리쑥국",,,,
1683,금평반점,중식,경상남도 통영시 사량면 진촌1길 36,해물짬뽕,,,,
1684,물소리횟집,한식,경상남도 통영시 사량면 진촌2길 6-1,물회,,,,
1685,원조시락국,한식,경상남도 통영시 새터길 12-10,시락국,,,,
1686,한양식당,중식,경상남도 통영시 욕지면 서촌윗길 183-3,해물짬뽕,,,,
1687,욕지1번가,한식,경상남도 통영시 욕지면 욕지일주로 81,멍개비빔밥,,,,
1688,통영 생선구이,한식,경상남도 통영시 용남면 동달안길 84,생선구이,,,,
1689,칠미횟집,한식,경상남도 통영시 원문로 11,모둠회 ,,,,
1690,멸치마을식당 ,한식,경상남도 통영시 항북길 34,멸치요리코스 ,,,,
1691,대풍관,한식,경상남도 통영시 해송정2길 29,굴코스요리 ,,,,
1692,하동솔잎한우프라자,한식,경상남도 하동군 고전면 하동읍성로 9,육류,,,,
1693,부흥재첩식당,한식,경상남도 하동군 하동읍 경서대로 98,재첩국,,,,
1694,범바구집,한식,경상남도 하동군 하동읍 범바위길 1,"닭국,백숙",,,,
1695,이화가든,한식,경상남도 하동군 하동읍 섬진강대로 2507,재첩국,,,,
1696,버들횟집,한식,경상남도 하동군 화개면 화개로 26,은어회,,,,
1697,양어장횟집,한식,경상남도 하동군 화개면 화개로 711,향어회,,,,
1698,연화장식당,한식,경상남도 하동군 화개면 화개로 82,"참게탕, 재첩정식 ",,,,
1699,아라밀면 ,한식,경상남도 함안군 가야읍 중앙남길 36,국수,,,,
1700,함안제일숯불갈비,한식,경상남도 함안군 가야읍 중앙본길 32,삼겹살,,,,
1701,구만식당,한식,경상남도 함안군 군북면 함마대로 750,된장샤브샤브,,,,
1702,옥수정 ,한식,경상남도 함안군 산인면 성산로 563,기러기요리 ,,,,
1703,식객,한식,경상남도 함안군 여항면 내곡3길 47,오리불고기,,,,
1704,함안대구식당,한식,경상남도 함안군 함안면 북촌2길 50-27,소고기국밥,,,,
1705,칠선산장,한식,경상남도 함양군 마천면 칠선로 194,산채비빔밥,,,,
1706,옛날금호식당,한식,경상남도 함양군 안의면 광풍로 107,갈비탕,,,,
1707,옛날할매순대,한식,경상남도 함양군 안의면 석천길 11-16,순대국밥,,,,
1708,노가네,한식,경상남도 함양군 함양읍 뇌계길 283,보리밥정식,,,,
1709,골든차이나,중식,경상남도 함양군 함양읍 동위천1길 1,짬뽕,,,,
1710,교산집,한식,경상남도 함양군 함양읍 인당강변길 24,영양탕,,,,
1711,꿀꿀이와숯불,한식,경상남도 함양군 함양읍 중앙시장길 20,냉면,,,,
1712,삼일식당,한식,경상남도 합천군 가야면 치인1길 19-1,자연산송이국 정식,,,,
1713,장독대식당,한식,경상남도 합천군 야로면 야로공단길 7,버섯전골,,,,
1714,새길한우명가,한식,경상남도 합천군 합천읍 동서로 53,한우갈비살,,,,
